datetime,tempmax,tempmin,temp,humidity,description
1/17/2023,28,10.9,19.6,67.6,Partly cloudy throughout the day with morning rain.
1/18/2023,21.9,11.9,17.8,68.8,Partly cloudy throughout the day with a chance of rain throughout the day.
1/19/2023,15.9,9.9,12.8,59.6,Partly cloudy throughout the day with rain.
1/20/2023,20.4,8.4,14.9,66.6,Partly cloudy throughout the day.
1/21/2023,20,9.7,15.3,76.9,Partly cloudy throughout the day with rain.
1/22/2023,20,13.2,16,83.2,Partly cloudy throughout the day with rain.
1/23/2023,22.8,11.4,17.3,74.9,Partly cloudy throughout the day with rain.
1/24/2023,24,12.3,18,72.9,Partly cloudy throughout the day with rain.
1/25/2023,24.9,13.6,19.3,68.5,Becoming cloudy in the afternoon with early morning rain.
1/26/2023,18.3,10.3,15,56.8,Partly cloudy throughout the day with rain.
1/27/2023,24.3,8.7,17.1,60.5,Partly cloudy throughout the day.
1/28/2023,30.1,15.8,21,57,Partly cloudy throughout the day.
1/29/2023,20.7,13.2,16.6,67.6,Clearing in the afternoon with afternoon rain.
1/30/2023,23.8,13,17.4,68.7,Clearing in the afternoon with early morning rain.
1/31/2023,25.1,14.8,18.4,68.5,Partly cloudy throughout the day with early morning rain.
2/1/2023,19.1,8.6,14.2,68.1,Partly cloudy throughout the day with afternoon rain.
2/2/2023,17.2,7.7,11.6,73.3,Partly cloudy throughout the day with rain.
2/3/2023,19.4,5.3,12.6,65.5,Becoming cloudy in the afternoon with afternoon rain.
2/4/2023,15.8,10.1,13.5,75.2,Cloudy skies throughout the day with rain.
2/5/2023,23.1,12.2,16.7,59.9,Partly cloudy throughout the day with rain.
2/6/2023,21.9,11.4,16.3,58.2,Partly cloudy throughout the day.
2/7/2023,19.5,9.7,14.7,60.9,Partly cloudy throughout the day.
2/8/2023,16.3,11.3,13.6,62.9,Partly cloudy throughout the day.
2/9/2023,20.9,12.6,16.2,64.8,Cloudy skies throughout the day with morning rain.
2/10/2023,20.2,13.3,16.3,81.5,Partly cloudy throughout the day with a chance of rain throughout the day.
2/11/2023,22.3,14.9,17.9,76.9,Partly cloudy throughout the day with rain.
2/12/2023,19.5,12.1,15.9,69.2,Partly cloudy throughout the day with rain.
2/13/2023,19.1,8.4,13.4,63.7,Partly cloudy throughout the day with late afternoon rain.
2/14/2023,22.2,6.6,14.5,62.8,Partly cloudy throughout the day.
2/15/2023,24.9,11,17.8,65.1,Partly cloudy throughout the day.
2/16/2023,21.9,11.7,17.4,66.7,Partly cloudy throughout the day with rain.
2/17/2023,33.9,15,22.1,59.2,Partly cloudy throughout the day with morning rain.
2/18/2023,21,10.5,16.1,70,Partly cloudy throughout the day with rain.
2/19/2023,29.2,10.1,19.2,52.9,Partly cloudy throughout the day.
2/20/2023,17.2,13.1,15.3,73.4,Partly cloudy throughout the day with afternoon rain.
2/21/2023,16.3,7.3,12.1,64.4,Partly cloudy throughout the day with rain.
2/22/2023,19.2,4.7,12.1,66.6,Partly cloudy throughout the day.
2/23/2023,24.1,10.5,17.4,57.4,Partly cloudy throughout the day.
2/24/2023,28.7,15.5,21.9,54.7,Partly cloudy throughout the day.
2/25/2023,29.9,17.2,21.3,64.2,Partly cloudy throughout the day with late afternoon rain.
2/26/2023,19.1,13.8,16.3,92.2,Cloudy skies throughout the day with a chance of rain throughout the day.
2/27/2023,16.9,12.4,14,78.6,Partly cloudy throughout the day with rain.
2/28/2023,18.3,12.3,14.6,80.1,Cloudy skies throughout the day with rain.
3/1/2023,20.5,11.2,15.6,66.3,Partly cloudy throughout the day.
3/2/2023,21.7,12.8,16.6,62.8,Partly cloudy throughout the day with late afternoon rain.
3/3/2023,20,8.2,13.4,54.1,Partly cloudy throughout the day.
3/4/2023,19.4,8.7,14.3,71.6,Partly cloudy throughout the day with morning rain.
3/5/2023,27.8,14.9,19.6,74.5,Partly cloudy throughout the day with a chance of rain throughout the day.
3/6/2023,21.5,13.1,17.1,69.4,Partly cloudy throughout the day with a chance of rain throughout the day.
3/7/2023,18.1,7.4,13.1,63.9,Partly cloudy throughout the day with a chance of rain throughout the day.
3/8/2023,13.9,6.1,9.7,66.4,Partly cloudy throughout the day with rain.
3/9/2023,17.4,8.6,13.1,69,Partly cloudy throughout the day with rain.
3/10/2023,20.8,13.3,16.3,64.2,Partly cloudy throughout the day.
3/11/2023,20.3,8.3,15.1,62.6,Partly cloudy throughout the day.
3/12/2023,15.4,9.3,12.8,69.8,Partly cloudy throughout the day with afternoon rain.
3/13/2023,20.6,7.8,14.1,66.1,Partly cloudy throughout the day.
3/14/2023,24.3,9.8,16.5,69.6,Partly cloudy throughout the day.
3/15/2023,23.6,10.4,16.5,71.2,Partly cloudy throughout the day.
3/16/2023,20.3,12.5,16.6,55.6,Partly cloudy throughout the day with a chance of rain throughout the day.
3/17/2023,18.1,10.8,13.8,55.4,Partly cloudy throughout the day with early morning rain.
3/18/2023,23.3,12.3,17.1,64,Partly cloudy throughout the day with morning rain.
3/19/2023,19.7,11.4,15.1,64.8,Partly cloudy throughout the day with a chance of rain throughout the day.
3/20/2023,14.4,6.4,10.6,61.6,Partly cloudy throughout the day with rain.
3/21/2023,16.4,2.9,10.5,70.4,Partly cloudy throughout the day.
3/22/2023,14.8,3.4,12,77.7,Partly cloudy throughout the day with early morning rain.
3/23/2023,18.8,7.1,12.7,76.3,Partly cloudy throughout the day.
3/24/2023,19.3,7.1,13.4,66.8,Becoming cloudy in the afternoon with early morning rain.
3/25/2023,17.9,9.9,12.9,63,Partly cloudy throughout the day.
3/26/2023,18.9,5.1,12,74.6,Becoming cloudy in the afternoon.
3/27/2023,14.3,10.1,12.7,76,Cloudy skies throughout the day with rain.
3/28/2023,14.3,9.7,12.3,93,Cloudy skies throughout the day with a chance of rain throughout the day.
3/29/2023,18,11.3,14.5,85.4,Partly cloudy throughout the day with early morning rain.
3/30/2023,14.5,11.5,12.9,69.1,Partly cloudy throughout the day with a chance of rain throughout the day.
3/31/2023,14.6,8,11.8,67.1,Partly cloudy throughout the day with rain.
4/1/2023,15.9,6.7,10.6,62.6,Partly cloudy throughout the day.
4/2/2023,17.6,8.8,12.7,67.2,Partly cloudy throughout the day.
4/3/2023,18.9,6.1,12.7,71.1,Becoming cloudy in the afternoon.
4/4/2023,19.1,8.3,13,72.1,Partly cloudy throughout the day.
4/5/2023,16.3,6.9,11.2,76.7,Partly cloudy throughout the day.
4/6/2023,19.8,9.8,13.7,74.2,Partly cloudy throughout the day.
4/7/2023,15.8,12.3,13.9,90,Cloudy skies throughout the day with a chance of rain throughout the day.
4/8/2023,15.7,7.2,11.6,70.1,Partly cloudy throughout the day with rain.
4/9/2023,10,6.3,7.9,69,Partly cloudy throughout the day with rain.
4/10/2023,10.8,7,9.5,73.4,Cloudy skies throughout the day with rain.
4/11/2023,14.6,10.5,12.1,86,Partly cloudy throughout the day with a chance of rain throughout the day.
4/12/2023,15.2,7,11.6,92.8,Partly cloudy throughout the day with rain.
4/13/2023,17.3,7.2,13,82.6,Partly cloudy throughout the day with rain.
4/14/2023,14.6,7.5,11.5,80.6,Partly cloudy throughout the day with rain clearing later.
4/15/2023,17,8.7,13.3,81.9,Partly cloudy throughout the day with rain.
4/16/2023,13.7,6.3,11.7,84,Partly cloudy throughout the day with a chance of rain throughout the day.
4/17/2023,18,5.6,11,71.6,Partly cloudy throughout the day with afternoon rain.
4/18/2023,19.8,5.5,13.1,78.6,Partly cloudy throughout the day with rain.
4/19/2023,12.9,6.2,10,70.2,Partly cloudy throughout the day with rain.
4/20/2023,18.1,7.3,12.9,66.7,Partly cloudy throughout the day.
4/21/2023,20.8,15,17.2,61.2,Partly cloudy throughout the day with early morning rain.
4/22/2023,19.9,11.9,15.6,62.5,Partly cloudy throughout the day.
4/23/2023,17.5,6.1,12,58.5,Partly cloudy throughout the day.
4/24/2023,20.1,5.5,11.3,68.2,Clear conditions throughout the day.
4/25/2023,20.2,7,12.4,71.8,Partly cloudy throughout the day with morning rain.
4/26/2023,22.7,9.2,14.9,63.1,Partly cloudy throughout the day.
4/27/2023,18.7,9.9,14.2,79.7,Partly cloudy throughout the day with afternoon rain.
4/28/2023,20,7,13.1,66.8,Partly cloudy throughout the day with afternoon rain.
4/29/2023,16.1,3.5,9.9,61.4,Clear conditions throughout the day.
4/30/2023,18.3,5.7,11.4,64.1,Clearing in the afternoon.
5/1/2023,11.7,5.1,8.9,90.2,Partly cloudy throughout the day with rain.
5/2/2023,16.2,6.1,10.4,87.3,Partly cloudy throughout the day with rain.
5/3/2023,10,3.6,7.4,91.3,Partly cloudy throughout the day with a chance of rain throughout the day.
5/4/2023,14.6,3.1,8,82.1,Partly cloudy throughout the day with rain.
5/5/2023,14.8,4.5,9.3,77.1,Partly cloudy throughout the day with rain.
5/6/2023,10.6,0.1,5.7,71.8,Becoming cloudy in the afternoon.
5/7/2023,9.5,-0.6,3.2,79.9,Partly cloudy throughout the day with a chance of rain or snow throughout the day.
5/8/2023,14,-0.3,7.1,73,Partly cloudy throughout the day with rain.
5/9/2023,13.4,8.3,11,67,Partly cloudy throughout the day with rain.
5/10/2023,13.9,5.3,9.6,73.5,Partly cloudy throughout the day.
5/11/2023,15.3,1.3,8,74.6,Becoming cloudy in the afternoon.
5/12/2023,15.7,5.3,9.4,71.9,Partly cloudy throughout the day.
5/13/2023,14.5,3.4,8.4,75.3,Partly cloudy throughout the day.
5/14/2023,15.6,2.1,8.4,69.2,Partly cloudy throughout the day with morning rain.
5/15/2023,17.7,8.9,13.5,58.4,Partly cloudy throughout the day with late afternoon rain.
5/16/2023,13.2,2.6,8.3,65.8,Clearing in the afternoon with rain.
5/17/2023,11.9,1.1,5.1,78.5,Clearing in the afternoon with afternoon rain.
5/18/2023,12.5,0.1,6.3,78.9,Partly cloudy throughout the day with late afternoon rain.
5/19/2023,9,2.9,5.9,87,Partly cloudy throughout the day with rain.
5/20/2023,11.8,1.8,7,73.5,Partly cloudy throughout the day with early morning rain.
5/21/2023,10.6,6.6,8.4,63.9,Partly cloudy throughout the day with a chance of rain throughout the day.
5/22/2023,15.7,9,12.3,62.6,Partly cloudy throughout the day.
5/23/2023,15.2,11.4,12.8,65.2,Partly cloudy throughout the day.
5/24/2023,17.9,9.7,13.9,65.7,Partly cloudy throughout the day.
5/25/2023,15.1,6.2,11.2,65.6,Partly cloudy throughout the day with rain.
5/26/2023,13,4.6,8.6,68.3,Partly cloudy throughout the day with early morning rain.
5/27/2023,13.7,7.8,11.6,62,Partly cloudy throughout the day with late afternoon rain.
5/28/2023,13.6,6.4,10.2,72.6,Partly cloudy throughout the day with rain clearing later.
5/29/2023,10.4,6,8.7,60.7,Partly cloudy throughout the day with rain clearing later.
5/30/2023,16.4,8.1,13,64.7,Partly cloudy throughout the day with late afternoon rain.
5/31/2023,17.8,10.7,14.3,65.3,Partly cloudy throughout the day with a chance of rain throughout the day.
6/1/2023,10.9,5.3,8.3,62.7,Partly cloudy throughout the day with early morning rain.
6/2/2023,12.7,5.5,7.9,71.8,Becoming cloudy in the afternoon.
6/3/2023,11.4,1.2,6.9,76.4,Partly cloudy throughout the day with afternoon rain.
6/4/2023,12,-0.1,3.8,76.2,Clear conditions throughout the day with morning rain.
6/5/2023,12.2,1.6,7,76.4,Partly cloudy throughout the day with rain in the morning and afternoon.
6/6/2023,13,5.1,8.7,90.9,Partly cloudy throughout the day with rain.
6/7/2023,16.4,9.3,12.7,82.4,Partly cloudy throughout the day with early morning rain.
6/8/2023,14.4,7.1,12.3,83.3,Partly cloudy throughout the day with rain.
6/9/2023,10.1,6.6,8.3,68.8,Partly cloudy throughout the day with rain.
6/10/2023,12.6,6,9.8,67.2,Partly cloudy throughout the day with afternoon rain.
6/11/2023,14.9,7.4,10.4,75.3,Partly cloudy throughout the day.
6/12/2023,13.4,6.9,9.7,79.5,Partly cloudy throughout the day.
6/13/2023,12.6,4.2,8.7,82.2,Partly cloudy throughout the day with late afternoon rain.
6/14/2023,13.4,4.1,8.3,80.8,Partly cloudy throughout the day with early morning rain.
6/15/2023,13.8,2.7,7.5,75.6,Partly cloudy throughout the day.
6/16/2023,16.9,5.3,11.2,68.3,Partly cloudy throughout the day with late afternoon rain.
6/17/2023,16.3,8.7,12.7,62.4,Partly cloudy throughout the day with late afternoon rain.
6/18/2023,12.1,3.3,8.1,69.6,Partly cloudy throughout the day with rain.
6/19/2023,8.5,3,5.7,67.1,Partly cloudy throughout the day with rain.
6/20/2023,9.4,0.7,4.6,72.3,Partly cloudy throughout the day.
6/21/2023,8.8,-0.9,3,83.2,Partly cloudy throughout the day with rain or snow in the morning and afternoon.
6/22/2023,7.9,-0.5,4.1,87.7,Partly cloudy throughout the day with late afternoon rain.
6/23/2023,10.7,6.2,9.2,94.7,Cloudy skies throughout the day with rain.
6/24/2023,11.8,5.3,8.7,90.1,Cloudy skies throughout the day with early morning rain.
6/25/2023,12.5,3.8,7.8,82,Partly cloudy throughout the day with rain.
6/26/2023,11.4,4.1,8.4,72.3,Partly cloudy throughout the day with afternoon rain.
6/27/2023,12.6,4.6,8.9,68.2,Becoming cloudy in the afternoon with late afternoon rain.
6/28/2023,8.5,2.8,6.2,69.1,Partly cloudy throughout the day with rain.
6/29/2023,10.3,3.9,7.4,72.9,Partly cloudy throughout the day with rain.
6/30/2023,13.3,7.6,10.2,69.1,Becoming cloudy in the afternoon with late afternoon rain.
7/1/2023,11,7.3,8.6,73.1,Partly cloudy throughout the day with rain clearing later.
7/2/2023,14.4,5.2,9.6,64.9,Clear conditions throughout the day.
7/3/2023,13.1,0.8,6.1,66.9,Partly cloudy throughout the day.
7/4/2023,9.7,3.9,6.1,78.4,Partly cloudy throughout the day.
7/5/2023,11.8,3.2,7.2,82.4,Partly cloudy throughout the day.
7/6/2023,13.2,4.9,8.9,80.9,Partly cloudy throughout the day.
7/7/2023,13.2,5.6,8.8,75.3,Partly cloudy throughout the day.
7/8/2023,12.2,7,9.4,71.3,Partly cloudy throughout the day with rain in the morning and afternoon.
7/9/2023,12.4,7,9.6,65.6,Partly cloudy throughout the day with early morning rain.
7/10/2023,14.3,9.5,11.7,62.8,Partly cloudy throughout the day with rain.
7/11/2023,14.2,8.7,11,64.3,Partly cloudy throughout the day with early morning rain.
7/12/2023,14.9,9.6,13.2,59.1,Partly cloudy throughout the day with afternoon rain.
7/13/2023,17.6,8.8,13.9,54.9,Partly cloudy throughout the day with early morning rain.
7/14/2023,14.6,10,12.3,57.4,Partly cloudy throughout the day with rain in the morning and afternoon.
7/15/2023,10.6,7.1,8.5,62.2,Partly cloudy throughout the day with rain in the morning and afternoon.
7/16/2023,13.6,8.9,11.4,63.5,Partly cloudy throughout the day with rain.
7/17/2023,15.2,9.4,11.7,58.8,Partly cloudy throughout the day with early morning rain.
7/18/2023,12,6,8.9,64.6,Partly cloudy throughout the day with rain.
7/19/2023,8.6,1.1,5.3,69.3,Partly cloudy throughout the day with rain.
7/20/2023,11.5,3.8,7.9,67.7,Partly cloudy throughout the day with late afternoon rain.
7/21/2023,11.1,2.3,6.5,72.7,Becoming cloudy in the afternoon with early morning rain.
7/22/2023,13.9,2.1,7.6,78.5,Partly cloudy throughout the day with rain.
7/23/2023,12.2,2.6,7.3,77.2,Partly cloudy throughout the day with early morning rain.
7/24/2023,14.4,6.6,10.4,66.4,Partly cloudy throughout the day.
7/25/2023,13.3,6,9.3,65.3,Partly cloudy throughout the day.
7/26/2023,14.1,8.6,11.5,64.8,Partly cloudy throughout the day.
7/27/2023,12.5,6.8,9.8,68,Partly cloudy throughout the day.
7/28/2023,15.2,6.9,12,63.3,Partly cloudy throughout the day with morning rain.
7/29/2023,16.5,7.8,11.8,64.7,Partly cloudy throughout the day with early morning rain.
7/30/2023,14.5,5.9,11,63.1,Partly cloudy throughout the day with rain.
7/31/2023,10.5,5.1,8,61.1,Partly cloudy throughout the day with rain.
8/1/2023,10.2,3.5,7.6,60,Partly cloudy throughout the day.
8/2/2023,13.4,3.6,7.9,72.1,Clearing in the afternoon.
8/3/2023,17.1,6.8,12,63.5,Partly cloudy throughout the day.
8/4/2023,15.1,10.7,12.7,71.2,Partly cloudy throughout the day with rain in the morning and afternoon.
8/5/2023,13,7.5,10.1,63.8,Partly cloudy throughout the day with early morning rain.
8/6/2023,13.2,4.9,8.9,75.3,Partly cloudy throughout the day with late afternoon rain.
8/7/2023,13.7,2.2,6.7,81.3,Partly cloudy throughout the day with early morning rain.
8/8/2023,12.9,2.3,6.7,79.9,Partly cloudy throughout the day with morning rain.
8/9/2023,13.7,1.5,7.4,71.6,Partly cloudy throughout the day.
8/10/2023,14.2,5.6,10.7,67.7,Partly cloudy throughout the day.
8/11/2023,13.7,5.5,9.3,72.7,Partly cloudy throughout the day with late afternoon rain.
8/12/2023,10.4,4.9,7.6,73.4,Partly cloudy throughout the day with rain.
8/13/2023,8.8,1.4,5.2,73.8,Partly cloudy throughout the day with rain.
8/14/2023,9.8,-1.4,3.8,80.3,Partly cloudy throughout the day with rain or snow clearing later.
8/15/2023,10.6,-0.7,4.2,76.3,Partly cloudy throughout the day.
8/16/2023,13,-0.9,6.3,72.6,Partly cloudy throughout the day with morning rain.
8/17/2023,12.2,6.5,9.4,73,Cloudy skies throughout the day with afternoon rain.
8/18/2023,11.1,5.6,8.6,67.4,Partly cloudy throughout the day with afternoon rain.
8/19/2023,15.1,6,11,63.6,Partly cloudy throughout the day with early morning rain.
8/20/2023,16.4,7.5,11.7,61.1,Partly cloudy throughout the day.
8/21/2023,17.7,7.8,11.9,65.9,Partly cloudy throughout the day with morning rain.
8/22/2023,13.1,4.9,8.8,87,Partly cloudy throughout the day with rain.
8/23/2023,14.5,5,9.1,68.2,Partly cloudy throughout the day with rain.
8/24/2023,16.8,6.8,11.2,69.4,Partly cloudy throughout the day with early morning rain.
8/25/2023,12.4,5.6,9.7,66.6,Partly cloudy throughout the day with rain.
8/26/2023,9.8,0.3,5.4,71.4,Partly cloudy throughout the day with rain.
8/27/2023,12.2,-0.6,5.6,77.3,Becoming cloudy in the afternoon.
8/28/2023,13.9,-0.1,6.9,83.6,Partly cloudy throughout the day with morning rain.
8/29/2023,17.4,7.4,12.1,72.9,Partly cloudy throughout the day with rain.
8/30/2023,13.2,5.8,9.8,76.1,Partly cloudy throughout the day with rain.
8/31/2023,14,5,9.6,62.8,Partly cloudy throughout the day with rain.
9/1/2023,11.5,3.6,7.4,70.6,Partly cloudy throughout the day with rain in the morning and afternoon.
9/2/2023,13.3,1.2,6.6,78.1,Partly cloudy throughout the day with afternoon rain.
9/3/2023,15.2,1.8,8.5,68.3,Clear conditions throughout the day with morning rain.
9/4/2023,19.4,3.8,11.8,66.8,Partly cloudy throughout the day.
9/5/2023,14.2,4.6,9.4,67.4,Partly cloudy throughout the day with rain.
9/6/2023,16.5,5.7,11.1,58.9,Partly cloudy throughout the day.
9/7/2023,18.1,8.7,13.2,69.3,Partly cloudy throughout the day with afternoon rain.
9/8/2023,14.5,7.9,11,67.5,Partly cloudy throughout the day with rain.
9/9/2023,11.1,5.2,7.7,60.4,Partly cloudy throughout the day with rain.
9/10/2023,15,3.2,8.5,73.6,Partly cloudy throughout the day with rain.
9/11/2023,12.1,-0.4,7,68.5,Partly cloudy throughout the day with rain.
9/12/2023,15.5,6.3,10.5,74.2,Partly cloudy throughout the day with early morning rain.
9/13/2023,22.3,5.5,13.4,61.1,Partly cloudy throughout the day.
9/14/2023,21.9,8.6,14.8,66.6,Partly cloudy throughout the day.
9/15/2023,18.6,10.9,15.3,49.8,Partly cloudy throughout the day with rain in the morning and afternoon.
9/16/2023,14.6,9.8,12.4,75.5,Partly cloudy throughout the day with rain.
9/17/2023,14.5,7.5,10.4,55.4,Partly cloudy throughout the day with early morning rain.
9/18/2023,16.9,5.8,10.9,54.2,Becoming cloudy in the afternoon.
9/19/2023,21.6,5.8,14.3,52.9,Partly cloudy throughout the day with late afternoon rain.
9/20/2023,13.1,4.9,7.9,74.2,Partly cloudy throughout the day with rain.
9/21/2023,10.4,1.2,6.5,74.5,Partly cloudy throughout the day with rain.
9/22/2023,13.7,0,7.2,72.2,Partly cloudy throughout the day with morning rain.
9/23/2023,15.5,4.7,9.8,77,Partly cloudy throughout the day.
9/24/2023,18.2,4.2,11.3,69.3,Becoming cloudy in the afternoon with afternoon rain.
9/25/2023,15.3,2.6,9.4,71.9,Partly cloudy throughout the day with rain.
9/26/2023,14.4,1.8,7.5,72.2,Partly cloudy throughout the day.
9/27/2023,17.7,2.6,10.1,67.7,Partly cloudy throughout the day.
9/28/2023,18.5,8.9,13.6,55.6,Partly cloudy throughout the day.
9/29/2023,15.1,8.8,12,68.9,Partly cloudy throughout the day with rain in the morning and afternoon.
9/30/2023,22.1,5.3,14.7,65.8,Partly cloudy throughout the day with early morning rain.
10/1/2023,19.3,7.6,13.8,57,Partly cloudy throughout the day with rain.
10/2/2023,19.6,4.2,11.5,56.6,Clearing in the afternoon.
10/3/2023,20.5,7.9,13.9,58.8,Partly cloudy throughout the day with rain in the morning and afternoon.
10/4/2023,10,5.3,8.9,76.9,Partly cloudy throughout the day with rain.
10/5/2023,14,6.8,9.7,67.4,Partly cloudy throughout the day with rain.
10/6/2023,10.7,1.2,7.7,64.9,Partly cloudy throughout the day with rain.
10/7/2023,15,2.2,8.7,69.3,Partly cloudy throughout the day with afternoon rain.
10/8/2023,16.7,1.2,8.5,71.3,Clear conditions throughout the day with morning rain.
10/9/2023,15.5,3.9,9.6,72.8,Partly cloudy throughout the day with late afternoon rain.
10/10/2023,15.6,5.6,10.3,72.5,Clearing in the afternoon with early morning rain.
10/11/2023,21.1,5,11.8,65.6,Becoming cloudy in the afternoon.
10/12/2023,16.6,9.2,13.2,66.6,Partly cloudy throughout the day with rain.
10/13/2023,13.9,8.6,11,63.3,Partly cloudy throughout the day with rain.
10/14/2023,14,5.5,10,66.4,Partly cloudy throughout the day with rain.
10/15/2023,12,4.3,7.6,66.9,Partly cloudy throughout the day with rain.
10/16/2023,12.4,3.7,7.6,69.1,Partly cloudy throughout the day with rain.
10/17/2023,20.2,1.5,10.6,60.5,Clear conditions throughout the day with rain.
10/18/2023,19.3,3.9,11.9,64.8,Partly cloudy throughout the day.
10/19/2023,17.7,7.7,12.2,65.2,Partly cloudy throughout the day.
10/20/2023,15.4,8.3,11.5,78.9,Partly cloudy throughout the day with late afternoon rain.
10/21/2023,14.1,9.4,11.6,93.6,Cloudy skies throughout the day with a chance of rain throughout the day.
10/22/2023,15.4,9.9,12,80.2,Becoming cloudy in the afternoon with a chance of rain throughout the day.
10/23/2023,17.6,9,12.3,79.8,Partly cloudy throughout the day with rain.
10/24/2023,19.2,7.7,13.1,66.2,Partly cloudy throughout the day with early morning rain.
10/25/2023,10.2,5.9,8.1,59.5,Partly cloudy throughout the day with rain.
10/26/2023,11.9,5.7,8.3,59,Partly cloudy throughout the day with rain.
10/27/2023,14.8,5.3,9.5,62.5,Partly cloudy throughout the day with early morning rain.
10/28/2023,16.5,5.5,11.7,62.8,Partly cloudy throughout the day with late afternoon rain.
10/29/2023,17.6,7.3,11.9,59.9,Partly cloudy throughout the day with early morning rain.
10/30/2023,17.2,6.8,12.4,54.1,Partly cloudy throughout the day with afternoon rain.
10/31/2023,13.9,6.2,9.8,58.5,Partly cloudy throughout the day with rain.
11/1/2023,18.6,5,12.4,59.3,Partly cloudy throughout the day.
11/2/2023,17.4,3.9,11.3,68.1,Clearing in the afternoon.
11/3/2023,11.6,7.6,10,66.8,Partly cloudy throughout the day with afternoon rain.
11/4/2023,12.7,2.6,8.7,70.5,Partly cloudy throughout the day with rain.
11/5/2023,15.4,8.3,11.5,69,Partly cloudy throughout the day.
11/6/2023,19,8.5,13.9,67.1,Partly cloudy throughout the day.
11/7/2023,19.4,5.9,13.5,73.5,Partly cloudy throughout the day with late afternoon rain.
11/8/2023,22.9,10.3,15.9,82.5,Partly cloudy throughout the day with rain.
11/9/2023,21.4,14,16.5,84.5,Partly cloudy throughout the day with rain.
11/10/2023,24.7,12.3,17.2,72.5,Partly cloudy throughout the day with morning rain.
11/11/2023,18.4,7.3,15.1,67.1,Partly cloudy throughout the day.
11/12/2023,14.5,5.5,10.2,63.5,Partly cloudy throughout the day with rain.
11/13/2023,20.4,7.6,13.3,50.7,Partly cloudy throughout the day with afternoon rain.
11/14/2023,16.6,9.3,12.3,57.3,Partly cloudy throughout the day.
11/15/2023,18.7,8.7,12.3,58.1,Partly cloudy throughout the day with morning rain.
11/16/2023,13.2,7.5,10.3,63,Partly cloudy throughout the day with rain.
11/17/2023,20,4.1,12.4,62.5,Partly cloudy throughout the day.
11/18/2023,17,8.4,12.9,70.1,Partly cloudy throughout the day.
11/19/2023,20.9,10.5,13.8,76.4,Cloudy skies throughout the day with a chance of rain throughout the day.
11/20/2023,19,7.5,13.7,73.5,Partly cloudy throughout the day with afternoon rain.
11/21/2023,20.4,10.4,15.4,72.2,Partly cloudy throughout the day with early morning rain.
11/22/2023,19.5,12,14.8,67.8,Partly cloudy throughout the day.
11/23/2023,19,7.7,13.9,71.3,Clearing in the afternoon.
11/24/2023,24,8.9,16.3,72.9,Becoming cloudy in the afternoon.
11/25/2023,15.1,12.2,13.9,92.3,Partly cloudy throughout the day with rain.
11/26/2023,13.9,8.5,12,92.3,Cloudy skies throughout the day with rain.
11/27/2023,13,7.9,10.3,69.4,Cloudy skies throughout the day with rain.
11/28/2023,15.1,9.7,12,76.1,Cloudy skies throughout the day with rain.
11/29/2023,15.7,10.5,12.6,75.8,Cloudy skies throughout the day with rain.
11/30/2023,15.6,10.1,12.2,77.4,Cloudy skies throughout the day with a chance of rain throughout the day.
12/1/2023,17.6,10.2,13.4,75.9,Cloudy skies throughout the day with a chance of rain throughout the day.
12/2/2023,19.2,9,14.3,75.9,Partly cloudy throughout the day with rain.
12/3/2023,19,12.3,15.1,76.1,Partly cloudy throughout the day with a chance of rain throughout the day.
12/4/2023,20,9.4,15.4,68.7,Partly cloudy throughout the day with rain.
12/5/2023,20.2,10.1,15,69.3,Partly cloudy throughout the day.
12/6/2023,21,9.7,14.5,51,Partly cloudy throughout the day.
12/7/2023,23,7.4,15.4,58.7,Partly cloudy throughout the day.
12/8/2023,23.3,9.4,15.3,70.8,Partly cloudy throughout the day with rain.
12/9/2023,15.2,8.3,12.8,73.7,Partly cloudy throughout the day with rain.
12/10/2023,20.6,3.8,12.1,65.3,Partly cloudy throughout the day with afternoon rain.
12/11/2023,20.8,8.1,14.3,64.6,Partly cloudy throughout the day.
12/12/2023,25.3,7.4,16.4,57.9,Partly cloudy throughout the day.
12/13/2023,27.9,10.6,18.6,68.3,Partly cloudy throughout the day with rain.
12/14/2023,20.2,13.1,17.3,68.5,Partly cloudy throughout the day with a chance of rain throughout the day.
12/15/2023,17.3,9.3,13.7,58.9,Partly cloudy throughout the day with rain clearing later.
12/16/2023,15.8,9.4,12.9,58.1,Partly cloudy throughout the day with rain.
12/17/2023,21.4,8.1,14.7,59.7,Partly cloudy throughout the day.
12/18/2023,19.8,11.5,15.1,72.6,Partly cloudy throughout the day with rain.
12/19/2023,16.9,9.7,13.6,79.1,Partly cloudy throughout the day with rain.
12/20/2023,16.4,5.5,11.7,74,Partly cloudy throughout the day with rain clearing later.
12/21/2023,17.3,10.3,13.7,68.7,Partly cloudy throughout the day with rain.
12/22/2023,16.7,6.9,12.6,71.4,Partly cloudy throughout the day with morning rain.
12/23/2023,19.2,7.2,13.7,67.2,Partly cloudy throughout the day with early morning rain.
12/24/2023,19,11.7,15.3,67,Partly cloudy throughout the day with late afternoon rain.
12/25/2023,19.4,8.3,15.1,66,Partly cloudy throughout the day with early morning rain.
12/26/2023,22.2,9,16.2,68.5,Partly cloudy throughout the day.
12/27/2023,23.8,10.9,18,73.2,Partly cloudy throughout the day with rain in the morning and afternoon.
